ticket_id,customer_id,customer_name,customer_email,product_purchased,ticket_type,ticket_subject,ticket_status,resolution,ticket_priority,ticket_channel,first_response_minutes,resolution_hours,customer_satisfaction_rating
TKT01021,CUST00051,Customer 1751,customer1487@example.com,Laptop,Feature Request,Login problem,Resolved,Configuration fixed,Low,Chat,500,107.73,2
TKT01022,CUST00610,Customer 1094,customer1826@example.com,CRM License,Product Question,Installation help,Open,Configuration fixed,Critical,Email,299,59.72,5
TKT01023,CUST00715,Customer 1045,customer723@example.com,Cloud Subscription,Product Question,General enquiry,Closed,Information provided,Medium,Web Form,253,108.47,2
TKT01024,CUST00937,Customer 589,customer226@example.com,Laptop,Feature Request,Login problem,Open,Configuration fixed,Medium,Web Form,412,110.92,5
TKT01025,CUST00827,Customer 367,customer464@example.com,Cloud Subscription,Billing,Installation help,In Progress,Refund processed,High,Email,459,67.33,4
TKT01026,CUST01989,Customer 1544,customer446@example.com,Analytics Suite,Technical Issue,General enquiry,In Progress,Password reset,High,Email,453,95.8,5
TKT01027,CUST00285,Customer 107,customer7@example.com,Analytics Suite,Billing,Performance issue,Resolved,Refund processed,Low,Email,290,12.92,3
TKT01028,CUST00508,Customer 105,customer1172@example.com,CRM License,Billing,Installation help,Open,Configuration fixed,Medium,Chat,340,14.51,4
TKT01029,CUST00943,Customer 1312,customer1317@example.com,Analytics Suite,Account Access,General enquiry,Closed,Escalated,Critical,Chat,595,84.19,4
TKT01030,CUST01238,Customer 1244,customer715@example.com,Support Package,Billing,Installation help,Resolved,Escalated,High,Chat,525,6.58,1
TKT01031,CUST00164,Customer 656,customer571@example.com,Laptop,Account Access,Performance issue,Resolved,Configuration fixed,High,Chat,240,85.52,1
TKT01032,CUST01494,Customer 1545,customer1116@example.com,Laptop,Product Question,Login problem,Closed,Escalated,Medium,Phone,385,28.06,5
TKT01033,CUST01055,Customer 119,customer306@example.com,CRM License,Feature Request,Payment issue,Resolved,Password reset,Medium,Email,101,28.55,3
TKT01034,CUST00543,Customer 875,customer1566@example.com,AI Platform,Product Question,Payment issue,In Progress,Password reset,Medium,Chat,204,43.55,1
TKT01035,CUST00761,Customer 1814,customer468@example.com,Laptop,Technical Issue,Installation help,Resolved,Configuration fixed,Low,Web Form,323,110.97,4
TKT01036,CUST00115,Customer 639,customer1399@example.com,Analytics Suite,Account Access,General enquiry,Resolved,Information provided,Critical,Chat,227,85.42,2
TKT01037,CUST01330,Customer 1570,customer1349@example.com,CRM License,Product Question,Installation help,Closed,Information provided,Low,Phone,558,90.3,2
TKT01038,CUST01583,Customer 607,customer1534@example.com,Cloud Subscription,Product Question,Login problem,In Progress,Information provided,Medium,Chat,515,94.08,5
TKT01039,CUST01997,Customer 464,customer1072@example.com,Support Package,Billing,Installation help,In Progress,Information provided,Critical,Web Form,18,99.88,3
TKT01040,CUST00579,Customer 656,customer323@example.com,AI Platform,Technical Issue,Performance issue,Closed,Information provided,Low,Email,157,20.86,3
TKT01041,CUST00545,Customer 581,customer85@example.com,AI Platform,Technical Issue,Payment issue,Closed,Password reset,Critical,Phone,96,113.05,3
TKT01042,CUST00643,Customer 235,customer61@example.com,AI Platform,Product Question,Performance issue,Open,Refund processed,High,Chat,87,47.94,2
TKT01043,CUST00264,Customer 1820,customer278@example.com,Laptop,Billing,Installation help,Closed,Configuration fixed,Low,Web Form,328,67.63,4
TKT01044,CUST00830,Customer 1163,customer1744@example.com,Cloud Subscription,Product Question,General enquiry,In Progress,Refund processed,Low,Web Form,451,97.33,3
TKT01045,CUST00250,Customer 1924,customer215@example.com,Analytics Suite,Account Access,Installation help,Resolved,Configuration fixed,Medium,Web Form,437,102.38,2
TKT01046,CUST00079,Customer 1247,customer904@example.com,Cloud Subscription,Feature Request,Performance issue,Open,Configuration fixed,Medium,Email,257,60.98,4
TKT01047,CUST00680,Customer 1786,customer975@example.com,Analytics Suite,Feature Request,Installation help,Resolved,Configuration fixed,Low,Phone,245,65.59,3
TKT01048,CUST01703,Customer 780,customer1272@example.com,Laptop,Feature Request,General enquiry,Closed,Escalated,High,Chat,137,49.45,2
TKT01049,CUST01942,Customer 376,customer245@example.com,Cloud Subscription,Technical Issue,General enquiry,Resolved,Password reset,High,Phone,517,6.42,4
TKT01050,CUST01727,Customer 1912,customer146@example.com,Laptop,Feature Request,Installation help,In Progress,Configuration fixed,Low,Email,498,77.89,3
TKT01051,CUST01916,Customer 1651,customer1691@example.com,Analytics Suite,Account Access,Installation help,Closed,Information provided,Critical,Web Form,222,81.43,1
TKT01052,CUST01743,Customer 1823,customer1416@example.com,Support Package,Account Access,General enquiry,Open,Password reset,Medium,Email,112,57.02,2
TKT01053,CUST01308,Customer 1847,customer1220@example.com,Laptop,Technical Issue,Payment issue,Resolved,Escalated,High,Web Form,282,6.25,4
TKT01054,CUST00366,Customer 596,customer204@example.com,AI Platform,Technical Issue,Login problem,In Progress,Configuration fixed,High,Phone,439,68.12,2
TKT01055,CUST01623,Customer 1092,customer1411@example.com,Analytics Suite,Account Access,Performance issue,Closed,Information provided,Critical,Chat,168,12.82,4
TKT01056,CUST01953,Customer 1465,customer1575@example.com,Analytics Suite,Feature Request,Payment issue,Closed,Refund processed,Low,Web Form,205,54.76,2
TKT01057,CUST00994,Customer 1760,customer1691@example.com,Support Package,Technical Issue,Payment issue,Open,Configuration fixed,Low,Phone,91,95.91,5
TKT01058,CUST01323,Customer 233,customer122@example.com,Analytics Suite,Account Access,General enquiry,Open,Escalated,Low,Phone,427,27.63,4
TKT01059,CUST00768,Customer 1865,customer1128@example.com,AI Platform,Account Access,Login problem,Open,Configuration fixed,High,Web Form,529,110.31,2
TKT01060,CUST01186,Customer 1516,customer167@example.com,CRM License,Billing,General enquiry,Closed,Refund processed,High,Chat,464,85.14,2
TKT01061,CUST00042,Customer 948,customer671@example.com,AI Platform,Billing,General enquiry,Resolved,Information provided,Medium,Email,482,31.27,2
TKT01062,CUST01445,Customer 1472,customer687@example.com,Analytics Suite,Feature Request,Performance issue,In Progress,Configuration fixed,Critical,Web Form,96,27.96,3
TKT01063,CUST01042,Customer 566,customer274@example.com,Support Package,Billing,Payment issue,Closed,Escalated,High,Email,520,9.42,2
TKT01064,CUST01512,Customer 714,customer425@example.com,AI Platform,Technical Issue,Performance issue,Open,Password reset,Medium,Chat,495,104.93,5
TKT01065,CUST00750,Customer 400,customer1869@example.com,Support Package,Feature Request,Payment issue,In Progress,Refund processed,Critical,Chat,191,8.03,1
TKT01066,CUST00833,Customer 774,customer1969@example.com,Support Package,Product Question,General enquiry,Open,Refund processed,Low,Phone,371,75.34,1
TKT01067,CUST00293,Customer 619,customer1034@example.com,Analytics Suite,Billing,Performance issue,In Progress,Information provided,Low,Email,45,90.3,1
TKT01068,CUST01168,Customer 1173,customer903@example.com,Cloud Subscription,Billing,Installation help,Open,Information provided,Critical,Chat,515,30.99,4
TKT01069,CUST01842,Customer 868,customer1946@example.com,CRM License,Product Question,Performance issue,Resolved,Escalated,Medium,Email,4,45.96,5
TKT01070,CUST01171,Customer 561,customer938@example.com,Analytics Suite,Billing,Payment issue,Open,Information provided,Critical,Phone,20,35.61,2
TKT01071,CUST01793,Customer 774,customer866@example.com,Laptop,Technical Issue,Installation help,Open,Information provided,Critical,Email,370,96.31,5
TKT01072,CUST00016,Customer 1146,customer93@example.com,Cloud Subscription,Feature Request,Payment issue,Open,Refund processed,Critical,Web Form,454,119.45,3
TKT01073,CUST01476,Customer 1586,customer284@example.com,Cloud Subscription,Billing,Performance issue,Closed,Password reset,Critical,Web Form,490,116.49,2
TKT01074,CUST00020,Customer 1776,customer983@example.com,Laptop,Product Question,Performance issue,In Progress,Refund processed,Low,Chat,591,8.81,4
TKT01075,CUST00861,Customer 531,customer630@example.com,Laptop,Billing,Payment issue,Closed,Information provided,High,Phone,13,81.5,1
TKT01076,CUST00942,Customer 890,customer128@example.com,AI Platform,Technical Issue,Payment issue,Open,Escalated,Critical,Chat,422,70.4,5
TKT01077,CUST00937,Customer 1427,customer1464@example.com,AI Platform,Product Question,Login problem,Open,Escalated,Critical,Web Form,191,111.64,5
TKT01078,CUST01117,Customer 409,customer1257@example.com,CRM License,Feature Request,Payment issue,Resolved,Password reset,Critical,Chat,550,69.56,5
TKT01079,CUST01536,Customer 1472,customer121@example.com,CRM License,Product Question,Payment issue,Closed,Password reset,Critical,Chat,176,55.17,5
TKT01080,CUST01415,Customer 1117,customer1964@example.com,Laptop,Product Question,General enquiry,Open,Information provided,Medium,Chat,250,54.15,5
TKT01081,CUST00105,Customer 276,customer505@example.com,CRM License,Feature Request,Performance issue,Resolved,Escalated,Critical,Email,180,102.51,3
TKT01082,CUST01506,Customer 1306,customer660@example.com,AI Platform,Technical Issue,General enquiry,Open,Refund processed,High,Phone,421,80.82,1
TKT01083,CUST00796,Customer 321,customer350@example.com,CRM License,Feature Request,General enquiry,Closed,Information provided,High,Email,541,9.35,3
TKT01084,CUST01172,Customer 1052,customer1617@example.com,Analytics Suite,Account Access,Performance issue,Closed,Configuration fixed,Low,Chat,341,112.06,3
TKT01085,CUST01838,Customer 621,customer1907@example.com,Analytics Suite,Technical Issue,Login problem,Closed,Configuration fixed,Low,Email,210,81.61,4
TKT01086,CUST00569,Customer 48,customer1932@example.com,Cloud Subscription,Account Access,Performance issue,Resolved,Information provided,Medium,Web Form,202,19.03,5
TKT01087,CUST01217,Customer 1351,customer196@example.com,Support Package,Product Question,General enquiry,Open,Refund processed,Low,Chat,410,56.59,5
TKT01088,CUST01239,Customer 1339,customer1936@example.com,Laptop,Billing,Performance issue,Resolved,Escalated,High,Phone,374,30.45,5
TKT01089,CUST01007,Customer 546,customer112@example.com,Support Package,Billing,Performance issue,Resolved,Password reset,Medium,Web Form,146,71.17,5
TKT01090,CUST00520,Customer 74,customer1492@example.com,Analytics Suite,Account Access,Payment issue,In Progress,Refund processed,Low,Email,217,66.97,3
TKT01091,CUST01496,Customer 1763,customer1311@example.com,Laptop,Product Question,Performance issue,Closed,Escalated,Low,Email,567,116.45,4
TKT01092,CUST01636,Customer 835,customer1740@example.com,Laptop,Account Access,Performance issue,Closed,Information provided,Critical,Email,569,7.09,2
TKT01093,CUST01890,Customer 1710,customer1069@example.com,Cloud Subscription,Feature Request,Payment issue,Open,Information provided,Low,Email,234,54.31,4
TKT01094,CUST00847,Customer 829,customer703@example.com,Cloud Subscription,Product Question,Payment issue,In Progress,Password reset,Critical,Phone,478,22.35,3
TKT01095,CUST00264,Customer 1484,customer1321@example.com,CRM License,Technical Issue,Performance issue,Resolved,Refund processed,High,Web Form,45,3.13,1
TKT01096,CUST01790,Customer 1693,customer1168@example.com,Cloud Subscription,Account Access,Installation help,In Progress,Password reset,Critical,Phone,522,93.49,4
TKT01097,CUST01220,Customer 1366,customer366@example.com,Support Package,Billing,Payment issue,Resolved,Refund processed,Critical,Chat,192,91.04,4
TKT01098,CUST00256,Customer 1726,customer1326@example.com,Cloud Subscription,Feature Request,Performance issue,Open,Information provided,Low,Email,382,112.14,4
TKT01099,CUST01555,Customer 130,customer1376@example.com,Cloud Subscription,Technical Issue,General enquiry,Resolved,Configuration fixed,High,Email,370,70.8,2
TKT01100,CUST01411,Customer 1551,customer435@example.com,AI Platform,Account Access,Installation help,Closed,Password reset,High,Email,504,31.07,2
TKT01101,CUST01665,Customer 1437,customer1271@example.com,Support Package,Technical Issue,Installation help,In Progress,Information provided,High,Web Form,574,43.88,1
TKT01102,CUST00859,Customer 1640,customer627@example.com,Analytics Suite,Technical Issue,Installation help,In Progress,Refund processed,Critical,Web Form,221,72.75,1
TKT01103,CUST00947,Customer 1270,customer1054@example.com,Support Package,Billing,General enquiry,Resolved,Password reset,Low,Chat,325,75.64,4
TKT01104,CUST00255,Customer 438,customer723@example.com,Cloud Subscription,Feature Request,Installation help,Open,Configuration fixed,Low,Email,397,5.59,5
TKT01105,CUST00859,Customer 1214,customer1332@example.com,Cloud Subscription,Account Access,Performance issue,Resolved,Refund processed,Critical,Email,352,109.33,2
TKT01106,CUST01119,Customer 1433,customer132@example.com,Support Package,Billing,Performance issue,In Progress,Escalated,High,Phone,201,111.16,3
TKT01107,CUST01735,Customer 1989,customer387@example.com,AI Platform,Product Question,General enquiry,Closed,Information provided,Critical,Web Form,230,95.92,2
TKT01108,CUST00424,Customer 1499,customer914@example.com,Support Package,Feature Request,Payment issue,In Progress,Information provided,Low,Phone,357,30.35,5
TKT01109,CUST00089,Customer 1683,customer1348@example.com,CRM License,Account Access,Installation help,In Progress,Configuration fixed,Low,Phone,563,42.1,5
TKT01110,CUST00585,Customer 1557,customer1567@example.com,CRM License,Billing,Login problem,Open,Password reset,High,Phone,44,84.44,5
TKT01111,CUST00403,Customer 205,customer377@example.com,Analytics Suite,Technical Issue,Performance issue,Closed,Configuration fixed,Critical,Chat,137,37.04,1
TKT01112,CUST00913,Customer 1590,customer1300@example.com,CRM License,Feature Request,Payment issue,In Progress,Password reset,High,Chat,475,46.84,5
TKT01113,CUST01413,Customer 1412,customer1975@example.com,Analytics Suite,Technical Issue,Payment issue,Resolved,Escalated,Low,Web Form,357,80.36,1
TKT01114,CUST00729,Customer 327,customer1251@example.com,CRM License,Account Access,Payment issue,Closed,Escalated,Critical,Chat,254,4.56,2
TKT01115,CUST00685,Customer 376,customer104@example.com,AI Platform,Product Question,Payment issue,Resolved,Refund processed,Medium,Chat,214,16.97,2
TKT01116,CUST00778,Customer 514,customer1212@example.com,Laptop,Product Question,General enquiry,In Progress,Refund processed,Medium,Chat,590,4.8,4
TKT01117,CUST01956,Customer 1174,customer759@example.com,Support Package,Product Question,Payment issue,In Progress,Escalated,Low,Email,530,32.25,2
TKT01118,CUST00795,Customer 1568,customer46@example.com,AI Platform,Product Question,Performance issue,Resolved,Refund processed,Critical,Phone,515,57.99,3
TKT01119,CUST01434,Customer 1761,customer825@example.com,AI Platform,Technical Issue,Installation help,Resolved,Password reset,Critical,Email,173,101.37,5
TKT01120,CUST00034,Customer 295,customer7@example.com,AI Platform,Technical Issue,Performance issue,In Progress,Information provided,Low,Phone,369,21.88,1
TKT01121,CUST00223,Customer 1963,customer235@example.com,CRM License,Billing,Installation help,Open,Escalated,Low,Phone,575,43.15,5
TKT01122,CUST00735,Customer 248,customer339@example.com,Cloud Subscription,Billing,Payment issue,In Progress,Information provided,High,Chat,160,1.63,3
TKT01123,CUST01067,Customer 1175,customer451@example.com,Laptop,Account Access,Login problem,Resolved,Configuration fixed,High,Web Form,125,55.88,3
TKT01124,CUST00788,Customer 1955,customer1827@example.com,Cloud Subscription,Account Access,Performance issue,Open,Information provided,Critical,Chat,378,3.53,3
TKT01125,CUST00536,Customer 833,customer496@example.com,Analytics Suite,Billing,Login problem,Resolved,Configuration fixed,Medium,Email,119,39.01,1
TKT01126,CUST01186,Customer 1936,customer1715@example.com,Laptop,Feature Request,General enquiry,Open,Configuration fixed,High,Web Form,454,99.79,1
TKT01127,CUST00521,Customer 1265,customer329@example.com,Laptop,Product Question,Installation help,Closed,Information provided,Critical,Email,518,112.36,1
TKT01128,CUST00962,Customer 674,customer1154@example.com,Laptop,Feature Request,Login problem,In Progress,Escalated,Critical,Chat,284,44.39,2
TKT01129,CUST00222,Customer 1752,customer664@example.com,Laptop,Feature Request,Performance issue,In Progress,Configuration fixed,Low,Phone,594,34.32,1
TKT01130,CUST00346,Customer 18,customer771@example.com,CRM License,Account Access,General enquiry,In Progress,Configuration fixed,High,Web Form,356,91.14,3
TKT01131,CUST01813,Customer 1529,customer1041@example.com,CRM License,Account Access,Performance issue,Closed,Information provided,Medium,Phone,247,83.91,3
TKT01132,CUST01176,Customer 797,customer1928@example.com,Support Package,Product Question,Payment issue,Open,Escalated,High,Email,526,45.68,4
TKT01133,CUST00613,Customer 1432,customer1387@example.com,Cloud Subscription,Account Access,Performance issue,In Progress,Refund processed,High,Web Form,374,108.69,4
TKT01134,CUST00071,Customer 52,customer132@example.com,AI Platform,Product Question,Performance issue,Closed,Refund processed,Critical,Email,84,54.72,5
TKT01135,CUST01561,Customer 1811,customer1863@example.com,Cloud Subscription,Technical Issue,Installation help,Closed,Information provided,Medium,Phone,517,112.34,1
TKT01136,CUST00667,Customer 287,customer195@example.com,CRM License,Billing,Installation help,Closed,Password reset,Medium,Web Form,300,106.12,4
TKT01137,CUST00912,Customer 1213,customer945@example.com,Cloud Subscription,Feature Request,Login problem,In Progress,Password reset,Low,Email,206,113.84,2
TKT01138,CUST01241,Customer 449,customer1243@example.com,Analytics Suite,Technical Issue,Performance issue,In Progress,Password reset,High,Email,519,13.5,5
TKT01139,CUST00150,Customer 1848,customer1099@example.com,CRM License,Account Access,Payment issue,Open,Refund processed,Medium,Phone,464,32.41,5
TKT01140,CUST01248,Customer 1679,customer1096@example.com,Cloud Subscription,Account Access,General enquiry,In Progress,Information provided,High,Web Form,235,44.84,1
TKT01141,CUST01996,Customer 1674,customer1414@example.com,Cloud Subscription,Billing,Installation help,Closed,Refund processed,Medium,Email,591,89.34,3
TKT01142,CUST00361,Customer 751,customer1963@example.com,CRM License,Account Access,Installation help,Open,Configuration fixed,Critical,Web Form,530,35.6,3
TKT01143,CUST01873,Customer 364,customer439@example.com,Analytics Suite,Feature Request,Installation help,Open,Configuration fixed,High,Web Form,105,25.24,2
TKT01144,CUST00679,Customer 17,customer1606@example.com,Cloud Subscription,Billing,Installation help,Resolved,Escalated,Medium,Chat,335,41.58,2
TKT01145,CUST00016,Customer 406,customer14@example.com,CRM License,Account Access,Installation help,Open,Refund processed,Critical,Email,383,37.66,1
TKT01146,CUST00916,Customer 1274,customer1877@example.com,Laptop,Product Question,Installation help,Open,Configuration fixed,Medium,Email,242,97.85,3
TKT01147,CUST00405,Customer 682,customer795@example.com,Cloud Subscription,Product Question,Login problem,In Progress,Information provided,High,Email,320,118.78,4
TKT01148,CUST00823,Customer 142,customer1444@example.com,Analytics Suite,Product Question,Installation help,In Progress,Configuration fixed,Low,Phone,594,36.81,4
TKT01149,CUST00342,Customer 1999,customer506@example.com,CRM License,Account Access,Installation help,In Progress,Password reset,High,Email,341,6.69,4
TKT01150,CUST01371,Customer 1789,customer1854@example.com,Analytics Suite,Feature Request,General enquiry,Resolved,Escalated,Critical,Phone,98,86.74,5
TKT01151,CUST00730,Customer 876,customer1057@example.com,Cloud Subscription,Product Question,Performance issue,In Progress,Refund processed,High,Email,511,57.92,4
TKT01152,CUST01481,Customer 491,customer1374@example.com,CRM License,Feature Request,Performance issue,Resolved,Refund processed,Medium,Email,209,52.34,2
TKT01153,CUST00421,Customer 891,customer451@example.com,AI Platform,Feature Request,Installation help,Open,Information provided,High,Phone,101,42.47,2
TKT01154,CUST00082,Customer 476,customer1052@example.com,AI Platform,Technical Issue,Installation help,Open,Password reset,High,Web Form,133,56.71,3
TKT01155,CUST00651,Customer 146,customer1525@example.com,Support Package,Product Question,Installation help,Closed,Refund processed,Low,Email,499,16.77,3
TKT01156,CUST01491,Customer 795,customer1161@example.com,Cloud Subscription,Feature Request,Installation help,Resolved,Password reset,Low,Email,589,73.65,1
TKT01157,CUST01967,Customer 328,customer348@example.com,Laptop,Technical Issue,Installation help,Open,Password reset,Critical,Email,112,111.61,2
TKT01158,CUST01758,Customer 215,customer1803@example.com,CRM License,Feature Request,Login problem,In Progress,Password reset,High,Web Form,91,110.34,4
TKT01159,CUST00017,Customer 1967,customer485@example.com,AI Platform,Technical Issue,General enquiry,Resolved,Information provided,Critical,Phone,583,88.71,1
TKT01160,CUST01828,Customer 47,customer210@example.com,Laptop,Technical Issue,Payment issue,Open,Configuration fixed,Medium,Email,73,47.04,2
TKT01161,CUST00798,Customer 1658,customer1269@example.com,AI Platform,Billing,Installation help,In Progress,Refund processed,Critical,Email,335,110.58,2
TKT01162,CUST00112,Customer 1829,customer1131@example.com,Cloud Subscription,Feature Request,Login problem,Resolved,Escalated,High,Phone,159,79.34,3
TKT01163,CUST00477,Customer 865,customer927@example.com,Support Package,Technical Issue,Performance issue,Closed,Information provided,Critical,Chat,120,60.7,5
TKT01164,CUST01768,Customer 1728,customer785@example.com,Support Package,Product Question,Installation help,Resolved,Configuration fixed,High,Email,365,34.45,2
TKT01165,CUST01200,Customer 1015,customer28@example.com,Analytics Suite,Technical Issue,General enquiry,Closed,Escalated,Critical,Web Form,107,90.75,1
TKT01166,CUST00328,Customer 1833,customer1326@example.com,AI Platform,Account Access,Login problem,In Progress,Information provided,High,Email,160,95.78,1
TKT01167,CUST01597,Customer 1658,customer433@example.com,CRM License,Feature Request,Payment issue,Closed,Configuration fixed,Critical,Web Form,389,67.3,4
TKT01168,CUST00677,Customer 1354,customer1208@example.com,AI Platform,Account Access,Performance issue,Open,Escalated,Low,Email,197,34.69,4
TKT01169,CUST00239,Customer 1149,customer1799@example.com,Laptop,Billing,Payment issue,Resolved,Escalated,High,Web Form,591,47.0,1
TKT01170,CUST00764,Customer 27,customer800@example.com,Analytics Suite,Product Question,Installation help,In Progress,Escalated,Critical,Phone,321,75.0,4
TKT01171,CUST01535,Customer 564,customer1134@example.com,AI Platform,Billing,Payment issue,Resolved,Information provided,Critical,Email,68,27.15,5
TKT01172,CUST00598,Customer 1947,customer1379@example.com,AI Platform,Billing,Payment issue,Closed,Configuration fixed,High,Web Form,382,56.78,5
TKT01173,CUST00322,Customer 1843,customer1164@example.com,CRM License,Product Question,Installation help,Closed,Information provided,Critical,Web Form,366,5.54,5
TKT01174,CUST00590,Customer 1418,customer1072@example.com,Analytics Suite,Account Access,Payment issue,Open,Configuration fixed,Low,Phone,348,96.72,5
TKT01175,CUST01591,Customer 989,customer909@example.com,AI Platform,Account Access,Login problem,Open,Information provided,Critical,Web Form,576,46.12,4
TKT01176,CUST00339,Customer 831,customer375@example.com,Laptop,Billing,Installation help,Closed,Refund processed,Medium,Email,369,53.7,3
TKT01177,CUST00923,Customer 838,customer1342@example.com,Support Package,Billing,Installation help,Open,Escalated,Medium,Web Form,452,106.3,4
TKT01178,CUST01319,Customer 1465,customer1277@example.com,AI Platform,Product Question,Payment issue,Closed,Refund processed,Critical,Web Form,403,47.85,4
TKT01179,CUST00126,Customer 533,customer832@example.com,Analytics Suite,Feature Request,Login problem,Resolved,Password reset,Critical,Web Form,153,57.28,4
TKT01180,CUST01161,Customer 1135,customer54@example.com,Support Package,Billing,Performance issue,Resolved,Configuration fixed,Critical,Chat,526,35.8,2
TKT01181,CUST01564,Customer 1254,customer28@example.com,Analytics Suite,Technical Issue,General enquiry,Closed,Escalated,Medium,Email,406,96.94,3
TKT01182,CUST01228,Customer 1344,customer1646@example.com,Cloud Subscription,Technical Issue,Performance issue,Closed,Password reset,Critical,Phone,405,52.63,3
TKT01183,CUST00371,Customer 332,customer222@example.com,Laptop,Billing,Installation help,Closed,Refund processed,Critical,Web Form,46,58.09,5
TKT01184,CUST01043,Customer 1649,customer1813@example.com,Laptop,Account Access,Payment issue,In Progress,Configuration fixed,Critical,Chat,433,59.34,5
TKT01185,CUST01805,Customer 867,customer112@example.com,Analytics Suite,Feature Request,Login problem,In Progress,Refund processed,Medium,Web Form,57,81.34,5
TKT01186,CUST00442,Customer 1873,customer156@example.com,Cloud Subscription,Billing,Performance issue,In Progress,Refund processed,Medium,Chat,239,65.2,5
TKT01187,CUST00322,Customer 888,customer436@example.com,Laptop,Product Question,General enquiry,Resolved,Configuration fixed,High,Web Form,338,52.45,1
TKT01188,CUST01173,Customer 1594,customer514@example.com,Cloud Subscription,Feature Request,Payment issue,Open,Password reset,Medium,Phone,566,78.75,2
TKT01189,CUST00836,Customer 223,customer632@example.com,Support Package,Billing,Payment issue,In Progress,Password reset,Critical,Email,110,76.68,3
TKT01190,CUST01308,Customer 1792,customer254@example.com,Cloud Subscription,Feature Request,Installation help,Resolved,Password reset,Critical,Chat,485,85.4,5
TKT01191,CUST01208,Customer 54,customer222@example.com,Laptop,Feature Request,Login problem,In Progress,Escalated,Low,Phone,322,56.62,1
TKT01192,CUST00104,Customer 1136,customer1544@example.com,Cloud Subscription,Feature Request,Installation help,Closed,Refund processed,Medium,Phone,350,117.68,4
TKT01193,CUST01451,Customer 1497,customer1860@example.com,CRM License,Technical Issue,Login problem,Open,Password reset,High,Web Form,546,69.27,5
TKT01194,CUST01976,Customer 677,customer143@example.com,Cloud Subscription,Technical Issue,Payment issue,Open,Password reset,High,Email,270,95.86,1
TKT01195,CUST00277,Customer 1914,customer1232@example.com,Support Package,Product Question,Login problem,In Progress,Information provided,High,Web Form,83,56.16,2
TKT01196,CUST01160,Customer 1340,customer1083@example.com,Analytics Suite,Product Question,Installation help,In Progress,Configuration fixed,High,Email,13,40.77,4
TKT01197,CUST00748,Customer 1805,customer1376@example.com,Support Package,Billing,General enquiry,In Progress,Password reset,High,Web Form,214,63.16,3
TKT01198,CUST01277,Customer 1113,customer777@example.com,Laptop,Account Access,Installation help,In Progress,Information provided,Low,Phone,591,69.48,3
TKT01199,CUST01180,Customer 1414,customer452@example.com,Analytics Suite,Billing,Installation help,In Progress,Information provided,Medium,Phone,131,37.39,2
TKT01200,CUST01140,Customer 113,customer1502@example.com,AI Platform,Billing,Payment issue,Open,Password reset,Medium,Web Form,86,90.64,1
TKT01201,CUST00279,Customer 132,customer1296@example.com,Laptop,Technical Issue,Performance issue,Resolved,Refund processed,Medium,Phone,22,51.61,2
TKT01202,CUST01382,Customer 1152,customer1279@example.com,CRM License,Technical Issue,Login problem,Resolved,Escalated,Low,Chat,306,79.44,3
TKT01203,CUST01344,Customer 744,customer297@example.com,CRM License,Billing,Installation help,Closed,Refund processed,Critical,Email,217,34.93,2
TKT01204,CUST01314,Customer 835,customer1089@example.com,CRM License,Feature Request,Performance issue,Resolved,Configuration fixed,Low,Email,206,58.37,5
TKT01205,CUST00385,Customer 1229,customer1858@example.com,Cloud Subscription,Product Question,Login problem,In Progress,Escalated,Medium,Web Form,360,42.62,1
TKT01206,CUST01599,Customer 740,customer1007@example.com,Cloud Subscription,Feature Request,Login problem,Closed,Escalated,Medium,Email,196,50.56,4
TKT01207,CUST00430,Customer 1993,customer1787@example.com,Analytics Suite,Feature Request,Payment issue,Closed,Refund processed,High,Email,35,81.28,2
TKT01208,CUST00324,Customer 1449,customer1551@example.com,Analytics Suite,Product Question,Installation help,Open,Information provided,Low,Web Form,252,19.2,2
TKT01209,CUST00656,Customer 1209,customer769@example.com,Support Package,Product Question,Login problem,Closed,Refund processed,High,Web Form,444,29.83,2
TKT01210,CUST00328,Customer 1771,customer955@example.com,Analytics Suite,Billing,Login problem,Resolved,Password reset,Low,Web Form,344,43.49,2
TKT01211,CUST00668,Customer 48,customer614@example.com,Analytics Suite,Technical Issue,Payment issue,Open,Information provided,Low,Web Form,561,33.14,5
TKT01212,CUST00440,Customer 395,customer840@example.com,AI Platform,Billing,Installation help,In Progress,Refund processed,Low,Phone,7,21.35,2
TKT01213,CUST00159,Customer 1658,customer373@example.com,Support Package,Product Question,General enquiry,Closed,Information provided,Low,Email,38,98.13,2
TKT01214,CUST01927,Customer 1590,customer51@example.com,Support Package,Billing,Payment issue,Resolved,Refund processed,High,Web Form,94,19.9,1
TKT01215,CUST01356,Customer 1168,customer1466@example.com,Cloud Subscription,Technical Issue,General enquiry,Open,Escalated,Critical,Phone,22,77.19,2
TKT01216,CUST00715,Customer 340,customer538@example.com,Laptop,Product Question,Installation help,Closed,Information provided,Critical,Email,368,54.43,1
TKT01217,CUST00764,Customer 593,customer1792@example.com,Support Package,Product Question,Login problem,Closed,Refund processed,Low,Phone,374,20.03,1
TKT01218,CUST00633,Customer 1153,customer740@example.com,Cloud Subscription,Account Access,General enquiry,Resolved,Refund processed,Medium,Email,444,35.93,4
TKT01219,CUST01498,Customer 169,customer1294@example.com,Analytics Suite,Account Access,Installation help,In Progress,Configuration fixed,Low,Phone,126,13.58,4
